district,from,gender,to,year,week
salem,UNK,M,UNK,2017,31
thanjavur,hindu,M,islam,2017,31
chennai,christian,M,islam,2017,31
madurai,hindu,M,christian,2017,31
kancheepuram,hindu,M,islam,2017,31
nagapattinam,hindu,F,islam,2017,31
coimbatore,hindu,F,islam,2017,31
chennai,hindu,M,islam,2017,31
thiruvannamalai,hindu,M,christian,2017,31
chennai,hindu,F,christian,2017,31
kancheepuram,hindu,M,christian,2017,31
chennai,christian,F,hindu,2017,31
kancheepuram,hindu,F,islam,2017,31
kancheepuram,hindu,M,christian,2017,31
tiruvallur,hindu,F,christian,2017,31
chennai,hindu,F,islam,2017,31
chennai,hindu,M,islam,2017,31
chennai,hindu,F,islam,2017,31
chennai,hindu,F,islam,2017,31
salem,hindu,M,islam,2017,31
chennai,hindu,F,christian,2017,31
chennai,hindu,M,islam,2017,31
chennai,hindu,M,islam,2017,31
vellore,hindu,M,islam,2017,31
chennai,hindu,M,islam,2017,31
chennai,hindu,F,islam,2017,31
vellore,hindu,M,islam,2017,31
kancheepuram,hindu,M,christian,2017,31
cuddalore,hindu,F,islam,2017,31
chennai,hindu,M,christian,2017,31
erode,hindu,F,christian,2017,31
coimbatore,hindu,M,islam,2017,31
vellore,hindu,F,christian,2017,31
coimbatore,hindu,F,islam,2017,31
tiruvarur,hindu,M,islam,2017,31
the nilgiris,hindu,F,christian,2017,31
dharmapuri,hindu,F,islam,2017,31
krishnagiri,hindu,M,islam,2017,31
kancheepuram,hindu,M,islam,2017,31
thanjavur,hindu,M,islam,2017,31
tiruvarur,hindu,M,islam,2017,31
tirunelveli,hindu,F,islam,2017,31
theni,hindu,M,christian,2017,31
thoothukkudi,hindu,F,christian,2017,31
erode,hindu,M,christian,2017,31
tiruppur,hindu,F,christian,2017,31
tiruppur,hindu,M,christian,2017,31
erode,hindu,F,christian,2017,31
kanyakumari,hindu,M,christian,2017,31
the nilgiris,hindu,F,christian,2017,31
tiruppur,hindu,M,christian,2017,31
tiruppur,hindu,F,christian,2017,31
coimbatore,hindu,M,christian,2017,31
tiruppur,hindu,F,islam,2017,31
tiruppur,hindu,M,islam,2017,31
thanjavur,hindu,F,islam,2017,31
nagapattinam,hindu,M,islam,2017,31
the nilgiris,hindu,F,christian,2017,31
erode,hindu,M,christian,2017,31
nagapattinam,hindu,M,islam,2017,31
tirunelveli,christian,M,hindu,2017,31
trivandrum-kerala,hindu,F,islam,2017,31
chennai,hindu,M,islam,2017,31
virudhunagar,hindu,F,islam,2017,2
ramanathapuram,hindu,M,islam,2017,2
virudhunagar,hindu,F,islam,2017,2
dindigul,hindu,M,islam,2017,2
ramanathapuram,hindu,M,islam,2017,2
madurai,hindu,F,christian,2017,2
tiruchirappalli,hindu,M,islam,2017,2
sivagangai,hindu,M,islam,2017,2
pudukkottai,UNK,M,UNK,2017,2
virudhunagar,christian,M,hindu,2017,2
pudukkottai,UNK,F,UNK,2017,2
madurai,hindu,F,islam,2017,2
chennai,islam,F,christian,2017,2
madurai,christian,M,hindu,2017,2
the nilgiris,hindu,F,christian,2017,2
madurai,christian,F,hindu,2017,2
madurai,hindu,F,islam,2017,2
thoothukkudi,hindu,F,christian,2017,2
thanjavur,hindu,M,islam,2017,2
chennai,islam,M,christian,2017,2
the nilgiris,christian,F,islam,2017,2
chennai,hindu,M,christian,2017,2
chennai,christian,M,islam,2017,2
tiruppur,hindu,F,islam,2017,2
pudukkottai,hindu,M,islam,2017,2
salem,hindu,F,islam,2017,2
pudukkottai,hindu,M,islam,2017,2
pudukkottai,hindu,M,islam,2017,2
coimbatore,hindu,M,islam,2017,2
madurai,hindu,F,islam,2017,2
madurai,hindu,M,islam,2017,2
villupuram,hindu,F,christian,2017,2
kancheepuram,hindu,F,islam,2017,2
chennai,hindu,F,islam,2017,2
villupuram,hindu,F,islam,2017,2
ramanathapuram,hindu,M,islam,2017,2
chennai,hindu,F,islam,2017,2
madurai,hindu,F,islam,2017,2
dindigul,hindu,M,islam,2017,2
chennai,hindu,F,islam,2017,2
kancheepuram,hindu,M,christian,2017,2
chennai,hindu,F,islam,2017,2
chennai,hindu,M,christian,2017,2
dharmapuri,hindu,F,islam,2017,2
chennai,hindu,M,christian,2017,2
villupuram,hindu,M,islam,2017,2
thiruvannamalai,hindu,M,islam,2017,2
tiruvallur,christian,F,hindu,2017,2
chennai,hindu,F,islam,2017,2
chennai,hindu,F,islam,2017,2
cuddalore,hindu,M,islam,2017,2
kancheepuram,hindu,F,christian,2017,2
chennai,hindu,M,christian,2017,2
tiruvallur,islam,M,hindu,2017,2
chennai,hindu,M,islam,2017,2
kancheepuram,christian,F,islam,2017,2
vellore,hindu,F,christian,2017,2
thiruvarur,hindu,M,islam,2017,2
dharmapuri,christian,F,islam,2017,2
salem,hindu,F,islam,2017,2
chennai,hindu,F,islam,2017,2
vellore,hindu,F,islam,2017,2
chennai,hindu,M,islam,2017,2
tiruvallur,hindu,M,christian,2017,2
kancheepuram,hindu,F,islam,2017,2
tirunelveli,christian,F,hindu,2017,2
"salem), residing at no. 46/33a, thillai nagar(south",hindu,M,islam,2017,2
ramanathapuram,hindu,M,islam,2017,2
chennai,hindu,M,christian,2017,2
villupuram,UNK,M,UNK,2017,2
thoothukkudi,hindu,M,christian,2017,2
namakkal,hindu,F,islam,2017,2
tirunelveli,hindu,F,islam,2017,2
tirunelveli,hindu,M,islam,2017,2
the nilgiris,hindu,M,islam,2017,2
tiruppur,hindu,M,islam,2017,2
coimbatore,hindu,F,islam,2017,2
tirunelveli,hindu,F,islam,2017,2
dindigul,hindu,M,islam,2017,2
tirunelveli,hindu,M,islam,2017,2
nagapattinam,hindu,F,islam,2017,2
thanjavur,hindu,M,islam,2017,2
dharmapuri,hindu,F,christian,2017,2
sivagangai,christian,M,hindu,2017,1
virudhunagar,christian,M,hindu,2017,1
ramanathapuram,hindu,M,islam,2017,1
theni,hindu,F,islam,2017,1
tirunelveli,hindu,F,christian,2017,1
madurai,hindu,M,islam,2017,1
ramanathapuram,hindu,F,islam,2017,1
thoothukkudi,hindu,M,islam,2017,1
ramanathapuram,hindu,M,islam,2017,1
theni,hindu,M,islam,2017,1
ramanathapuram,hindu,F,islam,2017,1
tiruchirappalli,hindu,F,islam,2017,1
thanjavur,hindu,F,islam,2017,1
karur,hindu,M,islam,2017,1
cuddalore,hindu,F,islam,2017,1
tiruvarur,hindu,M,islam,2017,1
ramanathapuram,hindu,M,christian,2017,1
virudhunagar,hindu,F,islam,2017,1
the nilgiris,hindu,F,christian,2017,1
the nilgiris,hindu,M,christian,2017,1
the nilgiris,hindu,F,christian,2017,1
pudukkottai,hindu,F,islam,2017,1
salem,hindu,F,islam,2017,1
madurai,hindu,M,islam,2017,1
nagapattinam,hindu,F,islam,2017,1
tiruvarur,hindu,F,islam,2017,1
vellore,hindu,F,islam,2017,1
ramanathapuram,hindu,M,islam,2017,1
coimbatore,christian,F,hindu,2017,1
tiruvallur,christian,M,hindu,2017,1
chennai,hindu,F,islam,2017,1
chennai,islam,M,hindu,2017,1
tirunelveli,hindu,F,christian,2017,1
chennai,islam,M,hindu,2017,1
thanjavur,christian,F,hindu,2017,1
madurai,hindu,M,islam,2017,1
tiruppur,hindu,F,islam,2017,1
vellore,hindu,M,islam,2017,1
thoothukkudi,hindu,M,christian,2017,1
coimbatore,hindu,M,islam,2017,1
chennai,hindu,F,islam,2017,1
chennai,hindu,M,christian,2017,1
vellore,hindu,F,islam,2017,1
chennai,hindu,M,islam,2017,1
vellore,hindu,F,islam,2017,1
chennai,hindu,F,christian,2017,1
the nilgiris,christian,F,islam,2017,1
"krishnagiri), residingat no. 2/394, kamaraj nagar, peddathalapalli (post",hindu,M,islam,2017,1
chennai,christian,M,hindu,2017,1
chennai,hindu,M,islam,2017,1
vellore,christian,F,hindu,2017,1
thiruvannamalai,christian,F,hindu,2017,1
chennai,christian,F,islam,2017,1
chennai,hindu,F,christian,2017,1
thiruvannamalai,hindu,M,christian,2017,1
tiruvallur,hindu,F,islam,2017,1
pudukkottai,christian,M,hindu,2017,1
thanjavur,christian,F,hindu,2017,1
pudukkottai,christian,F,hindu,2017,1
pudukkottai,christian,F,hindu,2017,1
tirunelveli,hindu,F,christian,2017,1
chennai,christian,F,hindu,2017,1
nagarkovil,hindu,M,islam,2017,1
virudhunagar,hindu,M,islam,2017,10
ramanathapuram,hindu,F,islam,2017,10
tiruchirappalli,hindu,M,islam,2017,10
madurai,christian,F,hindu,2017,10
thanjavur,hindu,M,islam,2017,10
thoothukkudi,christian,M,hindu,2017,10
tiruneveli,hindu,M,islam,2017,10
kanyakumari,hindu,F,islam,2017,10
madurai,christian,M,islam,2017,10
thanjavur,hindu,M,christian,2017,10
karur,hindu,M,christian,2017,10
tiruchirappalli,christian,M,islam,2017,10
tiruchirappalli,christian,M,islam,2017,10
namakkal,hindu,M,islam,2017,10
madurai,hindu,F,islam,2017,10
chennai,islam,F,hindu,2017,10
thoothukkudi,christian,F,islam,2017,10
tiruppur,hindu,F,christian,2017,10
tirunelveli,christian,F,hindu,2017,10
coimbatore,hindu,F,islam,2017,10
coimbatore,hindu,F,christian,2017,10
shimoga-karnataka,hindu,F,islam,2017,10
the nilgiris,hindu,F,islam,2017,10
namakkal,hindu,F,islam,2017,10
cuddalore,hindu,F,islam,2017,10
tiruvarur,UNK,M,UNK,2017,10
tiruppur,hindu,F,islam,2017,10
theni,hindu,F,christian,2017,10
dindigul,hindu,F,islam,2017,10
coimbatore,hindu,F,islam,2017,10
erode,hindu,M,islam,2017,10
chennai,islam,M,hindu,2017,10
krishnagiri,islam,M,hindu,2017,10
the nilgiris,hindu,F,islam,2017,10
coimbatore,hindu,M,christian,2017,10
virudhunagar,hindu,M,islam,2017,10
tiruvallur,islam,M,hindu,2017,10
chennai,hindu,M,islam,2017,10
chennai,hindu,F,islam,2017,10
chennai,hindu,F,christian,2017,10
kancheepuram,hindu,M,christian,2017,10
kancheepuram,hindu,F,christian,2017,10
villupuram,christian,F,islam,2017,10
cuddalore,hindu,M,islam,2017,10
dindigul,hindu,M,christian,2017,10
chennai,hindu,F,islam,2017,10
villupuram,christian,F,hindu,2017,10
chennai,hindu,M,islam,2017,10
chennai,christian,M,islam,2017,10
villupuram,hindu,M,islam,2017,10
kancheepuram,hindu,F,islam,2017,10
salem,hindu,M,islam,2017,10
tiruvallur,hindu,F,islam,2017,10
chennai,hindu,M,christian,2017,10
vellore,christian,F,hindu,2017,10
chennai,hindu,M,islam,2017,10
madurai,hindu,M,christian,2017,10
vellore,hindu,M,islam,2017,10
chennai,hindu,F,islam,2017,10
ramanathapuram,hindu,M,christian,2017,10
vellore,hindu,M,christian,2017,10
tiruvallur,hindu,F,islam,2017,10
krishnagiri,hindu,M,islam,2017,10
chennai,hindu,F,islam,2017,10
vellore,hindu,M,islam,2017,10
tirunelveli,hindu,M,christian,2017,10
chennai,hindu,M,christian,2017,10
kancheepuram,hindu,F,christian,2017,10
chennai,hindu,F,islam,2017,10
pondicherry,hindu,M,islam,2017,10
tiruppur,hindu,F,christian,2017,10
virudhunagar,hindu,M,islam,2017,10
chennai,hindu,M,christian,2017,10
chennai,hindu,M,islam,2017,10
tirunelveli,islam,F,hindu,2017,10
chennai,christian,M,hindu,2017,10
salem,hindu,M,islam,2017,10
salem,hindu,M,islam,2017,10
vellore,UNK,F,UNK,2017,10
vellore,UNK,F,UNK,2017,10
tiruppur,hindu,M,christian,2017,10
villupuram,hindu,M,islam,2017,10
tiruppur,hindu,M,islam,2017,10
kancheepuram,hindu,M,islam,2017,10
coimbatore,hindu,M,islam,2017,10
mumbaimaharashtra,christian,M,hindu,2017,10
thoothukkudi,christian,F,hindu,2017,10
chennai,hindu,F,islam,2017,10
thanjavur,hindu,M,islam,2017,10
tiruvallur,hindu,F,islam,2017,10
madurai,islam,M,christian,2017,10
theni,hindu,M,islam,2017,41
ramanathapuram,hindu,F,islam,2017,41
pudukkottai,hindu,F,islam,2017,41
tiruppur,hindu,M,islam,2017,41
thrissurkerala,hindu,F,islam,2017,41
pudukkottai,hindu,M,islam,2017,41
ariyalur,hindu,M,islam,2017,41
tirunelveli,hindu,M,islam,2017,41
thoothukkudi,hindu,F,islam,2017,41
madurai,hindu,F,islam,2017,41
dindigul,hindu,M,islam,2017,41
tirunelveli,hindu,M,islam,2017,41
tirunelveli,hindu,M,christian,2017,41
sivagangai,hindu,F,islam,2017,41
kancheepuram,hindu,M,islam,2017,41
kancheepuram,hindu,M,islam,2017,41
vellore,hindu,M,christian,2017,41
vellore,hindu,M,christian,2017,41
ramanathapuram,islam,M,hindu,2017,41
vellore,hindu,M,christian,2017,41
chennai,hindu,F,islam,2017,41
vellore,hindu,M,christian,2017,41
chennai,hindu,F,islam,2017,41
virudhunagar,hindu,M,islam,2017,41
tirunelveli,hindu,F,christian,2017,41
chennai,hindu,M,islam,2017,41
chennai,hindu,M,islam,2017,41
madurai,hindu,M,christian,2017,41
tiruvallur,hindu,F,islam,2017,41
chennai,hindu,M,islam,2017,41
kancheepuram,hindu,F,christian,2017,41
tiruchirappalli,hindu,M,christian,2017,41
kancheepuram,islam,F,hindu,2017,41
tiruchirappalli,christian,M,hindu,2017,41
kancheepuram,christian,F,hindu,2017,41
kancheepuram,christian,F,hindu,2017,41
kancheepuram,christian,F,hindu,2017,41
nagapattinam,islam,F,hindu,2017,41
tiruvallur,hindu,F,islam,2017,41
chennai,hindu,F,islam,2017,41
coimbatore,hindu,M,islam,2017,41
nagapattinam,islam,M,hindu,2017,41
coimbatore,hindu,F,islam,2017,41
tiruvarur,hindu,F,islam,2017,41
kancheepuram,hindu,F,christian,2017,41
chennai,christian,M,hindu,2017,41
karur,hindu,M,islam,2017,41
chennai,christian,F,hindu,2017,41
madurai,hindu,M,christian,2017,41
tirunelveli,hindu,M,christian,2017,41
kanyakumari,hindu,M,islam,2017,41
tirunelveli,hindu,F,christian,2017,41
the nilgiris,hindu,M,christian,2017,41
coimbatore,hindu,F,islam,2017,41
tiruvarur,hindu,F,christian,2017,41
nagapattinam,hindu,F,islam,2017,41
the nilgiris,islam,F,hindu,2017,41
the nilgiris,hindu,M,christian,2017,41
the nilgiris,hindu,F,christian,2017,41
thoothukkudi,hindu,M,christian,2017,41
coimbatore,hindu,M,christian,2017,41
coimbatore,hindu,F,islam,2017,41
tirunelveli,islam,F,christian,2017,41
erode,hindu,F,islam,2017,41
tiruvallur,christian,F,hindu,2017,41
chennai,christian,F,hindu,2017,41
theni,hindu,M,islam,2017,20
tirunelveli,hindu,F,islam,2017,20
theni,hindu,F,islam,2017,20
tiruchirappalli,hindu,M,islam,2017,20
tiruchirappalli,hindu,F,islam,2017,20
tiruchirappalli,islam,F,hindu,2017,20
cuddalore,hindu,M,islam,2017,20
ramanathapuram,hindu,M,islam,2017,20
villupuram,hindu,M,christian,2017,20
kanyakumari,hindu,M,christian,2017,20
vellore,hindu,M,christian,2017,20
kanyakumari,hindu,F,christian,2017,20
dindigul,hindu,M,christian,2017,20
chennai,islam,F,hindu,2017,20
nagapattinam,hindu,M,islam,2017,20
chennai,hindu,M,christian,2017,20
chennai,hindu,M,christian,2017,20
kancheepuram,christian,F,islam,2017,20
vellore,hindu,F,islam,2017,20
theni,hindu,M,islam,2017,20
thoothukkudi,hindu,M,christian,2017,20
salem,hindu,M,islam,2017,20
vellore,hindu,M,christian,2017,20
ramanathapuram,christian,M,hindu,2017,20
calcuttawest bengal,christian,F,hindu,2017,20
tiruchirappalli,hindu,F,islam,2017,20
tiruvallur,hindu,F,christian,2017,20
tiruchirappalli,christian,M,islam,2017,20
chennai,islam,F,hindu,2017,20
chennai,islam,F,hindu,2017,20
thoothukkudi,christian,M,hindu,2017,20
chennai,hindu,F,christian,2017,20
villupuram,hindu,M,christian,2017,20
chennai,hindu,M,islam,2017,20
thoothukkudi,christian,M,hindu,2017,20
chennai,islam,M,hindu,2017,20
ramanadapuram,christian,M,hindu,2017,20
kancheepuram,christian,M,hindu,2017,20
chennai,islam,F,hindu,2017,20
erode,hindu,M,christian,2017,20
villupuram,hindu,M,islam,2017,20
chennai,islam,F,hindu,2017,20
kancheepuram,hindu,F,islam,2017,20
vellore,hindu,M,christian,2017,20
chennai,hindu,M,islam,2017,20
tiruchirappalli,hindu,M,christian,2017,20
chennai,hindu,M,islam,2017,20
"chennai),residing at no. 1/60(3",hindu,M,christian,2017,20
chennai,hindu,M,islam,2017,20
tirunelveli,hindu,F,christian,2017,20
chennai,islam,F,christian,2017,20
chennai,hindu,F,islam,2017,20
theni,christian,F,hindu,2017,20
thoothukkudi,hindu,M,christian,2017,20
krishnagiri,UNK,F,UNK,2017,20
villupuram,hindu,F,christian,2017,20
tirunelveli,islam,M,hindu,2017,20
kanyakumari,christian,M,islam,2017,20
coimbatore,UNK,F,UNK,2017,20
cuddalore,hindu,F,islam,2017,20
tiruchirappalli,hindu,M,christian,2017,20
tiruppur,hindu,F,christian,2017,20
chennai,hindu,F,islam,2017,20
UNK,hindu,F,islam,2017,20
UNK,hindu,F,christian,2017,20
UNK,hindu,M,islam,2017,20
krishnagiri,hindu,F,islam,2017,20
UNK,hindu,M,islam,2017,20
kancheepuram,hindu,M,islam,2017,20
chennai,hindu,F,islam,2017,20
kolkata-west bengal,hindu,M,islam,2017,20
ramanathapuram,christian,M,hindu,2017,20
chennai,hindu,F,christian,2017,20
thiruvannamalai,hindu,M,christian,2017,20
dindigul,hindu,M,islam,2017,20
kanyakumari,hindu,M,islam,2017,20
chennai,hindu,F,islam,2017,20
thoothukkudi,hindu,F,christian,2017,20
chennai,hindu,M,islam,2017,20
chennai,christian,M,islam,2017,20
chennai,hindu,M,christian,2017,20
k.g.f. karnataka,hindu,F,christian,2017,20
virudhunagar,hindu,M,christian,2017,20
chennai,hindu,F,islam,2017,20
erode,hindu,F,islam,2017,20
erode,hindu,M,islam,2017,20
chennai,islam,F,hindu,2017,20
coimbatore,hindu,M,islam,2017,29
ramanathapuram,hindu,M,islam,2017,29
chennai,hindu,F,islam,2017,29
ramanathapuram,hindu,F,islam,2017,29
ramanathapuram,hindu,M,islam,2017,29
tirunelveli,hindu,F,islam,2017,29
thanjavur,hindu,F,islam,2017,29
coimbatore,hindu,M,islam,2017,29
tiruchirappalli,christian,F,hindu,2017,29
coimbatore,hindu,F,islam,2017,29
chennai,christian,F,islam,2017,29
thanjavur,hindu,F,islam,2017,29
vellore,christian,F,hindu,2017,29
vellore,hindu,M,christian,2017,29
vellore,christian,M,hindu,2017,29
chennai,hindu,M,islam,2017,29
chennai,christian,F,hindu,2017,29
theni,islam,M,hindu,2017,29
chennai,hindu,F,christian,2017,29
salem,hindu,M,islam,2017,29
villupuram,hindu,M,islam,2017,29
cuddalore,hindu,F,islam,2017,29
chennai,hindu,F,christian,2017,29
chennai,christian,M,hindu,2017,29
sivagangai,hindu,F,christian,2017,29
tiruchirappalli,christian,F,hindu,2017,29
chennai,hindu,F,islam,2017,29
kanyakumari,hindu,F,islam,2017,29
tiruppur,hindu,M,islam,2017,29
chennai,hindu,M,islam,2017,29
coimbatore,UNK,F,UNK,2017,29
tiruchirappalli,christian,M,hindu,2017,29
coimbatore,christian,M,hindu,2017,29
tiruchirappalli,hindu,M,islam,2017,29
cuddalore,hindu,F,islam,2017,29
chennai,hindu,F,islam,2017,29
chennai,hindu,F,christian,2017,29
chennai,islam,M,hindu,2017,29
chennai,islam,M,hindu,2017,29
chennai,islam,M,hindu,2017,29
chennai,islam,M,hindu,2017,29
tirunelveli,hindu,F,christian,2017,29
dindigul,christian,M,hindu,2017,29
tiruvallur,hindu,F,islam,2017,29
tiruvallur,hindu,M,islam,2017,29
tiruvallur,hindu,M,islam,2017,29
tiruvallur,hindu,F,islam,2017,29
kanyakumari,hindu,F,christian,2017,29
tiruchirappalli,christian,M,hindu,2017,29
chennai,hindu,M,islam,2017,29
tiruvallur,hindu,F,islam,2017,29
kancheepuram,UNK,F,UNK,2017,29
vellore,hindu,M,islam,2017,29
tiruvallur,hindu,F,christian,2017,29
chennai,hindu,F,islam,2017,29
cuddalore,hindu,F,islam,2017,29
kancheepuram,hindu,F,islam,2017,29
erode,christian,F,islam,2017,29
chennai,islam,F,hindu,2017,29
nagapattinam,hindu,M,christian,2017,29
villupuram,UNK,M,UNK,2017,29
vellore,hindu,F,islam,2017,29
thiruvannamalai,hindu,F,islam,2017,29
vellore,hindu,F,christian,2017,29
chennai,hindu,M,islam,2017,29
chennai,hindu,M,islam,2017,29
thanjavur,hindu,F,islam,2017,29
tiruvarur,hindu,F,islam,2017,29
vellore,hindu,M,islam,2017,29
tiruvallur,hindu,F,islam,2017,29
tirunelveli,hindu,M,islam,2017,29
coimbatore,hindu,M,islam,2017,29
ramanathapuram,hindu,M,christian,2017,29
kanyakumari,hindu,M,christian,2017,29
coimbatore,hindu,M,islam,2017,29
coimbatore,hindu,M,islam,2017,29
tiruchirappalli,UNK,M,UNK,2017,29
kanyakumari,UNK,F,UNK,2017,29
tiruppur,hindu,F,islam,2017,29
tiruppur,islam,F,hindu,2017,29
thanjavur,hindu,M,islam,2017,29
coimbatore,hindu,M,islam,2017,29
kanyakumari,islam,F,hindu,2017,29
virudhunagar,hindu,M,christian,2017,37
cuddalore,hindu,M,islam,2017,37
perambalur,hindu,M,islam,2017,37
thanjavur,hindu,F,islam,2017,37
thajavur,hindu,M,islam,2017,37
thoothukkudi,islam,F,hindu,2017,37
chennai,hindu,M,christian,2017,37
chennai,hindu,F,christian,2017,37
chennai,christian,F,hindu,2017,37
tirunelveli,hindu,M,christian,2017,37
chennai,hindu,F,christian,2017,37
idikky-kerala,hindu,F,christian,2017,37
vellore,christian,M,islam,2017,37
erode,hindu,F,christian,2017,37
kancheepuram,hindu,F,islam,2017,37
the nilgiris,hindu,M,christian,2017,37
tirunelveli,christian,F,islam,2017,37
chennai,hindu,M,islam,2017,37
vellore,hindu,M,christian,2017,37
chennai,islam,F,hindu,2017,37
kollamkerala,christian,F,hindu,2017,37
kollam-kerala,christian,F,hindu,2017,37
ariyalur,islam,M,hindu,2017,37
chennai,christian,F,islam,2017,37
chennai,hindu,F,islam,2017,37
chennai,hindu,F,islam,2017,37
thanjavur,hindu,F,islam,2017,37
kancheepuram,hindu,F,islam,2017,37
chennai,hindu,F,islam,2017,37
chennai,hindu,M,islam,2017,37
chennai,hindu,M,islam,2017,37
chennai,hindu,M,islam,2017,37
chennai,islam,M,hindu,2017,37
chennai,hindu,M,islam,2017,37
tirunelveli,hindu,F,christian,2017,37
chennai,hindu,M,islam,2017,37
thoothukudi,hindu,M,islam,2017,37
chennai,hindu,F,islam,2017,37
chennai,islam,F,hindu,2017,37
chennai,hindu,M,christian,2017,37
the nilgiris,hindu,F,christian,2017,37
tiruchirappalli,hindu,M,christian,2017,37
karur,hindu,M,islam,2017,37
tiruvarur,hindu,M,christian,2017,37
karur,hindu,M,christian,2017,37
karur,hindu,M,christian,2017,37
kancheepuram,christian,F,hindu,2017,37
coimbatore,hindu,F,christian,2017,37
tirunelveli,hindu,M,christian,2017,37
tirunelveli,hindu,F,christian,2017,37
vellore,hindu,F,islam,2017,37
thanjavur,hindu,M,christian,2017,37
thiruvannamalai,christian,M,hindu,2017,37
thiruvannamalai,christian,M,hindu,2017,37
thiruvannamalai,hindu,M,islam,2017,37
the nilgiris,hindu,M,christian,2017,37
thoothukkudi,christian,F,hindu,2017,37
theni,christian,M,hindu,2017,24
"theni), residing at no. 911(2",hindu,F,christian,2017,24
madurai,hindu,M,islam,2017,24
pudukkottai,UNK,M,UNK,2017,24
thanjavur,hindu,M,islam,2017,24
thanjavur,UNK,F,UNK,2017,24
thoothukkudi,hindu,M,christian,2017,24
madurai,christian,M,hindu,2017,24
sivagangai,christian,M,hindu,2017,24
tiruchirappalli,hindu,M,islam,2017,24
nellore-andhra pradesh,hindu,M,christian,2017,24
kancheepuram,hindu,F,islam,2017,24
chennai,hindu,F,christian,2017,24
chennai,hindu,F,islam,2017,24
erode,islam,F,hindu,2017,24
kancheepuram,hindu,F,islam,2017,24
thoothukkudi,UNK,M,UNK,2017,24
chennai,hindu,M,christian,2017,24
pudukkottai,christian,M,islam,2017,24
chennai,hindu,M,christian,2017,24
thiruvannamalai,hindu,M,christian,2017,24
chennai,islam,F,hindu,2017,24
chennai,islam,F,christian,2017,24
chennai,islam,M,hindu,2017,24
the nilgiris,hindu,F,islam,2017,24
vijayavada-andhra pradesh,islam,F,hindu,2017,24
nagapattinam,christian,M,hindu,2017,24
chennai,hindu,F,christian,2017,24
tirunelveli,hindu,M,christian,2017,24
chennai,hindu,F,christian,2017,24
krishnagiri,hindu,M,christian,2017,24
thanjavur,islam,F,hindu,2017,24
krishnagiri,hindu,M,christian,2017,24
thiruvannamalai,hindu,M,islam,2017,24
tirunelveli,hindu,M,christian,2017,24
vellore,hindu,M,christian,2017,24
villupuram,hindu,F,islam,2017,24
thanjavur,hindu,F,christian,2017,24
nagapattinam,hindu,M,christian,2017,24
tiruchirappalli,hindu,F,islam,2017,24
tiruvallur,hindu,M,christian,2017,24
madurai,hindu,M,islam,2017,24
vellore,hindu,F,islam,2017,24
tirunelveli,hindu,F,islam,2017,24
cuddalore,hindu,M,islam,2017,24
jajpur-orissa,hindu,M,islam,2017,24
madurai,hindu,M,islam,2017,24
thanjavur,christian,F,islam,2017,24
virudhunagar,hindu,F,islam,2017,24
chennai,hindu,M,islam,2017,24
chennai,hindu,F,islam,2017,24
chennai,hindu,F,islam,2017,24
vellore,hindu,M,islam,2017,24
villupuram,christian,M,hindu,2017,24
coimbatore,hindu,M,islam,2017,24
trishorekerala,hindu,M,christian,2017,24
wayanad-kerala,christian,F,hindu,2017,24
chennai,hindu,M,islam,2017,24
madurai,islam,M,hindu,2017,24
vellore,islam,F,hindu,2017,24
tiruchirappalli,islam,F,hindu,2017,24
karur,christian,M,islam,2017,24
chennai,christian,F,hindu,2017,24
thiruvannamalai,christian,F,hindu,2017,24
kanyakumari,christian,F,hindu,2017,24
villupuram,christian,M,hindu,2017,24
cuddalore,christian,F,hindu,2017,24
tiruvallur,hindu,F,christian,2017,24
dindugul,hindu,M,christian,2017,24
thanjavur,hindu,F,islam,2017,24
coimbatore,islam,M,hindu,2017,24
tirunelveli,christian,F,hindu,2017,24
tirunelveli,hindu,F,islam,2017,24
chennai,islam,M,hindu,2017,24
chennai,islam,F,hindu,2017,24
kanyakumari,christian,F,hindu,2017,24
chennai,islam,F,hindu,2017,24
coimbatore,hindu,M,christian,2017,24
coimbatore,islam,F,hindu,2017,24
virudhunagar,hindu,F,islam,2017,24
kanyakumari,christian,F,islam,2017,24
krishnagiri,hindu,M,islam,2017,24
thoothukkudi,hindu,M,islam,2017,24
thoothukkudi,hindu,M,christian,2017,24
coimbatore,hindu,F,christian,2017,24
villupuram,hindu,F,christian,2017,24
chennai,hindu,F,christian,2017,24
coimbatore,christian,M,hindu,2017,36
coimbatore,christian,F,hindu,2017,36
kanyakumari,hindu,M,islam,2017,36
dindigul,hindu,M,islam,2017,36
tiruppur,hindu,F,islam,2017,36
salem,hindu,F,islam,2017,36
ramanathapuram,hindu,F,islam,2017,36
madurai,hindu,F,islam,2017,36
tiruchirappalli,christian,M,hindu,2017,36
karur,hindu,M,islam,2017,36
tiruchirappalli,hindu,F,islam,2017,36
tiruvallur,hindu,F,christian,2017,36
villupuram,christian,M,hindu,2017,36
virudhunagar,hindu,F,christian,2017,36
the nilgiris,christian,M,islam,2017,36
the nilgiris,hindu,F,islam,2017,36
madurai,islam,F,hindu,2017,36
madurai,islam,M,hindu,2017,36
tirunelveli,hindu,M,islam,2017,36
telwara-rajasthan,hindu,M,christian,2017,36
thiruvarur,hindu,F,islam,2017,36
thoothukkudi,hindu,F,christian,2017,36
thoothukkudi,christian,M,islam,2017,36
